gender,field,uses_ai,frequency,ai_course,technical,practical,critical,overall_label,technical_level,practical_level,critical_level
0,0,1,3,0,2.7347896455553427,2.3249135722903134,2.2170651012673166,Beginner,Medium,Low,Low
1,1,1,2,0,2.3742545890947686,2.4718347257704343,2.8353832389138383,Beginner,Low,Low,Medium
0,0,0,0,0,1.9870787217820642,1.7092541246928037,1.7710746542455307,Beginner,Low,Low,Low
1,1,0,1,0,2.1103390620153446,2.6084050255017357,2.349139114993929,Beginner,Low,Medium,Low
1,0,1,4,0,2.7369637266189715,2.4420251845563277,2.3992257858189348,Beginner,Medium,Low,Low
0,1,0,0,0,1.9800765853026283,2.512047733560094,2.009507914473297,Beginner,Low,Low,Low
1,0,1,4,0,3.565549637217609,3.044330536030038,3.073334173572036,Moderate,High,Medium,Medium
1,1,1,3,0,3.5623530277142055,3.2421436456144606,2.9223520399327647,Moderate,High,Medium,Medium
1,1,1,4,1,4.523195901648619,4.58248696665438,4.467575957942695,Advanced,High,High,High
1,1,1,2,0,3.2801690051269,2.8690607101011243,3.388329702393651,Moderate,Medium,Medium,Medium
0,0,1,2,1,2.8863123985233488,3.2176388986625115,2.9762238104845484,Moderate,Medium,Medium,Medium
0,0,0,2,1,2.470258334449147,3.053366543723041,3.0321780509119587,Moderate,Low,Medium,Medium
1,2,1,0,0,1.5785156921044359,2.1607270099985345,1.7283328530301576,Beginner,Low,Low,Low
0,0,0,0,0,1.6333856793760648,1.1890118243814534,1.2142160534721105,Beginner,Low,Low,Low
0,0,1,1,0,2.005947021505567,1.7194565415326524,1.683990165356239,Beginner,Low,Low,Low
0,1,1,2,0,3.8142833749805254,3.637287663061395,3.95125565794433,Advanced,High,High,High
1,1,1,2,0,2.3687279191884874,2.44488997043494,2.05752514310623,Beginner,Low,Low,Low
1,2,1,4,0,3.3997086574328836,3.277445105823303,3.125850128952134,Moderate,Medium,Medium,Medium
0,1,1,0,0,1.9380306386719846,1.8691068522927712,1.7577381978488724,Beginner,Low,Low,Low
0,2,1,3,0,3.4965897697234483,3.312767749205003,3.333606708876694,Moderate,High,Medium,Medium
0,0,1,1,0,1.4757703397655038,1.3065589813708196,1.4286999379561227,Beginner,Low,Low,Low
0,1,1,2,0,2.913190036341765,3.1635503689621824,3.084596968459685,Moderate,Medium,Medium,Medium
0,1,1,2,0,2.810781001951997,2.8723440289043447,2.5617511661595596,Moderate,Medium,Medium,Low
1,0,1,0,0,1.9299296914457449,1.8137949870018273,1.775751879253198,Beginner,Low,Low,Low
1,0,1,0,0,1.302769142004728,1.3829135903799745,1.6505564647092799,Beginner,Low,Low,Low
1,1,1,3,0,3.9352422939203477,3.494960709511511,3.4477621100753097,Advanced,High,High,High
1,1,0,4,0,3.548442593866089,3.4787266777560757,3.4778263583705527,Advanced,High,High,High
0,1,1,1,0,1.7519481174076434,1.9807207716759065,2.064619361624324,Beginner,Low,Low,Low
0,0,1,3,1,3.8628309616109875,3.853500144921569,4.029601525426323,Advanced,High,High,High
1,1,1,3,0,3.43835625297863,3.181611312352357,3.4685426477786736,Moderate,High,Medium,High
1,0,1,1,0,2.346539998311673,2.2509093366428115,2.1218628667766453,Beginner,Low,Low,Low
0,1,1,2,0,2.743981305192633,2.8501817281830024,2.682963865493744,Moderate,Medium,Medium,Medium
1,1,1,2,0,2.2838848038315085,2.4169602621772768,2.6875978871957322,Beginner,Low,Low,Medium
0,0,1,0,1,2.3212861538196425,2.406129416472016,2.3811685689877695,Beginner,Low,Low,Low
1,1,0,3,0,3.3468107779740888,3.1989234513924885,3.3147634011524665,Moderate,Medium,Medium,Medium
1,0,1,2,0,2.858295646788148,3.1218361841404914,2.3647617243730483,Moderate,Medium,Medium,Low
1,0,1,4,0,3.7691026527300253,3.6854353320980304,3.634504538286553,Advanced,High,High,High
1,1,0,4,0,3.2563533281986974,2.8908325082246966,3.1466797748840056,Moderate,Medium,Medium,Medium
1,2,1,3,0,2.8932834959708886,2.818168159483288,2.6214982742734687,Moderate,Medium,Medium,Medium
0,1,1,1,0,2.300794133827819,2.0539537866902666,2.337622605582798,Beginner,Low,Low,Low
0,1,1,2,1,3.5382114454897486,3.257709423359246,3.2594754749206314,Moderate,High,Medium,Medium
1,1,1,1,0,2.4254833621122485,2.2054094707056566,2.563954132140889,Beginner,Low,Low,Low
0,1,0,3,0,2.6798445014831134,2.9906831566621177,3.0193399184998713,Moderate,Medium,Medium,Medium
1,1,1,3,0,2.9926547048047776,2.7912391281992632,2.81461233434342,Moderate,Medium,Medium,Medium
1,1,1,2,0,2.8098295524315984,3.0756073657614085,3.142609964519895,Moderate,Medium,Medium,Medium
1,1,1,4,0,3.3506888368199252,3.547580830147793,3.328788214425781,Advanced,Medium,High,Medium
0,0,1,0,0,1.731555118269251,1.6924779271399506,1.7130896473451482,Beginner,Low,Low,Low
1,2,1,4,0,2.780839489309644,3.343326387503782,2.6925258467279956,Moderate,Medium,Medium,Medium
0,0,1,2,0,1.9270281155846227,2.212640205172697,2.092281729620318,Beginner,Low,Low,Low
0,0,1,4,0,3.23240839670186,3.0213425967546668,3.4584261167893366,Moderate,Medium,Medium,High
1,0,1,2,0,3.196003744352879,2.5362368939928808,3.0092117554210374,Moderate,Medium,Low,Medium
0,2,1,3,0,2.369172929257594,3.3026176413196677,2.9746495979159238,Moderate,Low,Medium,Medium
0,1,1,1,0,1.818858109305949,1.758306511919689,2.1359666556510417,Beginner,Low,Low,Low
1,1,1,4,0,2.8712007908662343,3.119403895871134,3.1836438374184794,Moderate,Medium,Medium,Medium
0,0,0,2,0,2.15881121929101,2.3305240143015538,2.493118221636559,Beginner,Low,Low,Low
1,1,1,2,0,2.5497627690311324,2.345981704705727,2.5312623618309122,Beginner,Low,Low,Low
1,0,1,0,0,1.8501501863045107,1.884448461036473,2.0179449650947032,Beginner,Low,Low,Low
0,1,1,1,0,2.7678039265100733,2.7571852890635027,2.5743160633132094,Moderate,Medium,Medium,Low
0,2,0,4,0,2.6392169960897096,2.91137094512461,3.1277119361205568,Moderate,Medium,Medium,Medium
0,0,1,2,0,2.2242834006265286,2.2795176017793963,2.430629656750806,Beginner,Low,Low,Low
1,0,1,2,0,1.8904935250978658,2.1600492902321617,2.5382924055154006,Beginner,Low,Low,Low
0,1,1,0,0,2.111045070355832,1.827860789865116,1.9147708551318725,Beginner,Low,Low,Low
1,1,1,3,0,3.125906128167705,2.684132148019075,2.9297640637905578,Moderate,Medium,Medium,Medium
1,0,1,3,0,2.2977796247501843,2.68307402579848,2.8851421785786626,Moderate,Low,Medium,Medium
1,0,1,3,0,3.037180471957556,2.862441620330606,2.7662650201138312,Moderate,Medium,Medium,Medium
0,0,0,3,1,3.7433815686277754,3.933443323361934,3.7238349583850066,Advanced,High,High,High
0,1,1,4,0,3.235572969763045,3.1193963484789102,3.717490494420825,Moderate,Medium,Medium,High
1,2,1,3,0,2.798836133559982,2.4517489589021664,2.9201930772880327,Moderate,Medium,Low,Medium
1,2,1,0,0,1.4211688831365699,1.4758453697701153,1.681875276939743,Beginner,Low,Low,Low
1,0,1,4,0,4.227529457830232,3.6965154271015845,3.9719205903356904,Advanced,High,High,High
0,0,0,1,0,1.177185745535365,1.4550843083867984,1.3802934068275625,Beginner,Low,Low,Low
1,0,1,4,0,3.0507237383807224,2.93319237278957,2.7115895633231655,Moderate,Medium,Medium,Medium
0,1,1,4,0,3.729118087312178,3.6832856968262866,3.642823276305661,Advanced,High,High,High
0,2,1,4,0,3.0579199784397058,3.336775441735371,3.484405487130185,Moderate,Medium,Medium,High
1,1,1,3,0,3.1627371349262785,2.8656198802753075,3.451799392185779,Moderate,Medium,Medium,High
1,1,1,4,0,2.7247893572734276,3.155959072956937,3.081299443958005,Moderate,Medium,Medium,Medium
0,1,1,0,0,2.1387139284145387,2.2846870590935393,2.113660937273259,Beginner,Low,Low,Low
1,1,0,3,0,3.12586535553696,2.8597331014101193,3.1582279511730573,Moderate,Medium,Medium,Medium
1,0,0,4,0,2.845459437786216,3.2931895946537133,2.9183912360618707,Moderate,Medium,Medium,Medium
1,0,1,1,0,2.170089678285674,1.7943154291056644,2.2611572266294537,Beginner,Low,Low,Low
0,2,1,1,0,1.6646039176070777,1.9968839665274618,1.619912431771574,Beginner,Low,Low,Low
1,1,1,4,0,3.3251486963017456,3.495134045814798,3.5063316642061273,Advanced,Medium,High,High
0,0,1,4,0,3.6879804990661094,3.247850379528014,3.501790515389094,Advanced,High,Medium,High
1,0,0,1,0,1.9773114800649683,1.8319557143033716,1.985767258034066,Beginner,Low,Low,Low
1,0,1,1,0,2.40412058846743,2.1980722024206387,2.268795528090959,Beginner,Low,Low,Low
0,0,1,0,0,1.3386398365204584,1.1173782878057172,1.4026173023496855,Beginner,Low,Low,Low
0,0,1,3,1,3.677183219786704,3.39093158293182,3.5561621273144928,Advanced,High,Medium,High
0,1,1,3,0,2.6337964728175955,2.8113792978597747,2.4981417304541744,Moderate,Medium,Medium,Low
1,0,1,4,0,2.9588105902149326,3.419202494876114,3.584837935763052,Moderate,Medium,High,High
1,1,1,0,0,2.2741742416948885,2.0112592061710997,1.9769984017087858,Beginner,Low,Low,Low
0,0,1,3,0,2.824069832313164,2.641445745706803,2.4712391800490767,Moderate,Medium,Medium,Low
1,1,1,1,1,3.351287141058952,3.403203084324053,3.482100531254959,Advanced,Medium,High,High
1,1,1,0,1,2.946220304881928,2.8816995017473563,3.0449881712412425,Moderate,Medium,Medium,Medium
0,1,1,3,0,3.416060020506423,3.7625565290423193,3.5150836428982535,Advanced,High,High,High
0,1,1,3,0,3.4764742373737176,3.737301367179236,3.362381107502794,Advanced,High,High,Medium
0,1,1,1,0,2.2066851632474904,2.0972615357858855,2.1111520646120248,Beginner,Low,Low,Low
1,1,1,3,0,3.595924478464176,3.2600628812555295,3.1717643916579568,Moderate,High,Medium,Medium
0,1,1,3,0,3.1442094015163846,3.617748016004096,3.505812334398856,Advanced,Medium,High,High
0,1,1,0,0,1.5819826563928494,1.509714225135626,1.4175647630719537,Beginner,Low,Low,Low
1,0,1,4,1,4.4085235751460745,4.157238089707684,4.54976164976726,Advanced,High,High,High
1,1,1,0,0,2.256178718087613,2.300674763041702,2.2001868178997728,Beginner,Low,Low,Low
1,0,1,0,1,2.2415872176088776,2.205179307550612,2.247215233352958,Beginner,Low,Low,Low
1,1,1,0,0,2.432998469364289,2.3776467671835966,2.308347910005708,Beginner,Low,Low,Low
1,0,1,0,0,1.5830459683603297,1.7645320964563764,1.6267406084083254,Beginner,Low,Low,Low
0,0,1,3,0,3.163891929640344,3.2843879557829627,3.0304332676764885,Moderate,Medium,Medium,Medium
1,0,0,2,0,2.0766557493053335,2.133881457031425,2.15797286329397,Beginner,Low,Low,Low
0,1,0,0,0,1.5553043256129389,1.3346903002396737,1.8235012940584299,Beginner,Low,Low,Low
1,1,0,1,0,2.581197965055186,2.3223931215593447,2.6650825596857413,Beginner,Low,Low,Medium
1,2,1,3,0,2.8750270071859787,2.845587335835362,2.9457459242784587,Moderate,Medium,Medium,Medium
0,0,1,4,0,2.5039067366085868,2.903376328533552,2.654275274497978,Moderate,Low,Medium,Medium
1,0,1,4,0,3.5587466188529024,3.8695004195683116,3.185607770447078,Advanced,High,High,Medium
1,1,0,0,0,2.248416292055245,2.3308583786523727,2.4432444967807303,Beginner,Low,Low,Low
1,0,1,0,0,2.0745241150655587,2.091256453507677,1.8989471406382183,Beginner,Low,Low,Low
1,0,1,4,0,2.5264684755917544,2.490541493767806,2.8466840140629097,Moderate,Low,Low,Medium
1,1,1,4,0,3.2099610934335807,3.281397742830756,3.6666492686304677,Moderate,Medium,Medium,High
0,1,1,4,0,2.9311214674812276,2.2573459045673836,2.625554674967747,Moderate,Medium,Low,Medium
0,1,1,2,0,2.5297071714954957,2.492605626458028,2.341827276199082,Beginner,Low,Low,Low
0,1,1,1,0,1.893819940040616,2.366561105322779,2.1391230054897026,Beginner,Low,Low,Low
1,0,1,4,0,3.0072666678053346,3.478364125005916,3.1786337971552454,Moderate,Medium,High,Medium
0,0,1,4,0,3.8734437638010673,3.2061297571206286,3.916307503287427,Advanced,High,Medium,High
0,0,0,0,0,1.4187582953039235,1.5722863598267118,1.3664033315550965,Beginner,Low,Low,Low
0,0,1,1,0,1.453022923883761,1.6620134378623481,1.5538471680536392,Beginner,Low,Low,Low
0,1,1,2,0,2.745756081130159,2.5580140956594613,2.3888905056733374,Beginner,Medium,Low,Low
1,2,1,4,0,3.7336568346796866,3.865775413833242,3.9130262414048143,Advanced,High,High,High
0,0,1,1,1,2.3206008283413957,2.5678803884446615,2.0465495812636165,Beginner,Low,Low,Low
0,1,1,1,0,2.3357368200098834,2.1629059703537585,2.408746755833049,Beginner,Low,Low,Low
0,1,1,1,1,2.642158341871847,2.7656346246850982,2.681862773794906,Moderate,Medium,Medium,Medium
1,0,0,2,1,3.201378192720531,3.278805295439724,3.423205417711327,Moderate,Medium,Medium,High
1,1,1,1,0,2.124317646956994,2.01311498878155,1.3854943751412865,Beginner,Low,Low,Low
1,1,1,0,1,2.9126761512819224,3.2203375380624704,3.2273594003086643,Moderate,Medium,Medium,Medium
0,0,1,3,0,2.6077314281685013,2.2862920798508632,2.345532964072243,Beginner,Medium,Low,Low
0,2,1,3,0,3.1343869519466523,3.1713734470744983,3.0346233688898328,Moderate,Medium,Medium,Medium
0,0,1,2,0,2.673345210382284,2.570240112593022,2.2108058188117754,Beginner,Medium,Low,Low
0,1,1,1,0,2.848134225199088,2.954704266501786,2.7218633032473676,Moderate,Medium,Medium,Medium
0,0,1,4,0,3.1702334472387483,3.016652671191353,2.962676955209915,Moderate,Medium,Medium,Medium
0,0,1,2,0,2.2354817719668585,2.430170612879691,2.3434607482524923,Beginner,Low,Low,Low
1,2,1,3,1,3.1256896272739283,3.279437312274101,3.53187140895688,Moderate,Medium,Medium,High
1,1,0,2,0,3.0614664213444582,2.6801497985540235,2.592440016571373,Moderate,Medium,Medium,Low
1,1,1,3,0,3.145198671364645,3.0352717825930142,3.0977267164093356,Moderate,Medium,Medium,Medium
0,1,0,4,0,2.850568012572151,2.8352936342939445,2.57419416854839,Moderate,Medium,Medium,Low
1,1,1,0,0,2.5003197444061405,2.2415491904253892,2.1581567337867393,Beginner,Low,Low,Low
1,1,1,1,0,1.775767069896005,2.224561949122621,1.839868909434177,Beginner,Low,Low,Low
0,0,1,2,0,2.164918456860599,2.1951863142207837,2.0906189068153456,Beginner,Low,Low,Low
1,1,1,4,0,3.249048558043667,3.2162904277896485,3.0556492960664015,Moderate,Medium,Medium,Medium
1,0,1,2,0,1.6594238798530523,2.034155449055351,1.9286840980548425,Beginner,Low,Low,Low
1,0,1,3,0,2.855636461803194,3.426224430085439,2.820139070041866,Moderate,Medium,High,Medium
0,0,1,0,0,1.50018050103365,1.7011225448558343,1.6519675572309391,Beginner,Low,Low,Low
1,0,1,4,0,3.4382373103577897,3.419795501222042,3.3795667306937767,Advanced,High,High,Medium
1,1,0,3,0,2.848972449426979,2.911659365048741,3.1812434203127293,Moderate,Medium,Medium,Medium
0,1,1,0,0,1.5345077696693876,1.9514788667218765,2.100496456095645,Beginner,Low,Low,Low
0,0,1,3,0,2.25096619550697,2.4715315276158605,1.987534475302756,Beginner,Low,Low,Low
0,1,1,0,0,2.1253826663566744,2.3640539376457146,1.823506654160798,Beginner,Low,Low,Low
1,0,1,0,0,1.3577160862083253,1.4494023301840895,1.5340060651713632,Beginner,Low,Low,Low
0,0,0,0,0,1.8500765105660422,1.5426193172185905,1.814243902178391,Beginner,Low,Low,Low
1,1,1,3,0,2.6305193916938965,2.5780017021593347,2.5933396378954323,Moderate,Medium,Low,Low
0,1,1,1,0,2.120539696895027,2.3104037282045167,2.3091387832046446,Beginner,Low,Low,Low
0,2,1,1,0,1.76066552665598,2.281354636754038,1.913052777579679,Beginner,Low,Low,Low
0,2,1,3,0,2.4962810273722815,2.690216253896043,2.9312118877590336,Moderate,Low,Medium,Medium
0,0,0,4,0,3.5505588740021325,3.560124250574175,3.6837854563992107,Advanced,High,High,High
1,1,1,0,0,1.6329135433037159,1.4219384459068054,1.4733417806030438,Beginner,Low,Low,Low
1,0,0,3,0,3.4220933205141155,3.1032653799037067,3.324993075912172,Moderate,High,Medium,Medium
1,0,1,1,0,1.6027964783561999,1.8413110952581677,1.9106948774296904,Beginner,Low,Low,Low
0,0,1,1,0,2.444881819251207,2.3925055028230746,2.1537112366469433,Beginner,Low,Low,Low
1,1,1,1,0,2.931483530675741,3.0817386826398283,2.7989326265560206,Moderate,Medium,Medium,Medium
1,1,1,3,0,3.144257384679381,2.98349713996273,3.438262238526445,Moderate,Medium,Medium,High
1,1,1,4,0,3.4970699807275234,3.163166531201158,3.4609721184263114,Moderate,High,Medium,High
0,1,1,3,0,2.5351340683381975,2.6059445737691735,2.803806247813224,Moderate,Low,Medium,Medium
1,1,0,0,0,1.9585048774178315,2.017873324218347,1.8503233508703587,Beginner,Low,Low,Low
1,1,1,4,0,4.112504781639944,4.18195688249159,3.942152349010552,Advanced,High,High,High
0,1,0,1,0,2.280038750938782,2.493025359347375,1.9331971157844776,Beginner,Low,Low,Low
0,2,1,2,0,2.620678858533654,2.472247572506463,2.765462039849274,Moderate,Medium,Low,Medium
1,1,1,2,0,2.6446829916467522,3.237943931176648,2.996759164287274,Moderate,Medium,Medium,Medium
1,1,0,2,0,2.468199497701017,2.3603359789220018,2.4210254457549203,Beginner,Low,Low,Low
0,0,0,0,1,2.4995573299040976,2.493633575029738,2.3172569503174074,Beginner,Low,Low,Low
1,0,1,4,0,3.8175325513790788,3.3280092623105366,3.2570350673989994,Advanced,High,Medium,Medium
1,0,1,1,0,2.0700434563487784,2.360602711067452,2.1559032194210177,Beginner,Low,Low,Low
0,1,1,3,0,2.5639872087313145,2.769402106744984,2.885665236632575,Moderate,Low,Medium,Medium
1,1,1,1,0,2.8429679572024673,2.3996811292440734,2.673855743510625,Moderate,Medium,Low,Medium
0,0,0,0,0,1.525894169055181,1.4949108543216156,1.2966395602838494,Beginner,Low,Low,Low
0,2,1,2,0,2.2762600989700807,2.727110585575655,2.408982338587153,Beginner,Low,Medium,Low
1,1,1,1,0,2.350239532151824,2.4388754916635347,2.5273775567443915,Beginner,Low,Low,Low
1,2,1,1,0,2.4458689153305917,2.369537747399967,2.6049706575368963,Beginner,Low,Low,Medium
1,0,1,1,0,2.0587394163268145,2.0798428191491536,2.0642206998863726,Beginner,Low,Low,Low
0,1,1,0,0,1.2523900135168862,1.0,1.6989000696147354,Beginner,Low,Low,Low
1,0,1,3,0,2.7973563367923178,3.018234071319398,2.866492695923602,Moderate,Medium,Medium,Medium
0,1,1,0,0,1.9703701527526758,1.7316293108363672,1.9215405456258758,Beginner,Low,Low,Low
0,1,1,4,0,3.38852455309288,3.362340211251352,3.0830802309253977,Moderate,Medium,Medium,Medium
1,1,1,2,0,3.1724765897921143,3.6565913177534517,3.0284660106079997,Moderate,Medium,High,Medium
0,0,1,2,0,2.013074116880631,2.3467638115903395,2.0410268124418547,Beginner,Low,Low,Low
0,0,1,1,0,2.092488160232126,1.8574415193733083,1.7698059549324747,Beginner,Low,Low,Low
1,0,1,0,0,1.0,1.2329851506759122,1.1575883786144812,Beginner,Low,Low,Low
0,1,1,1,0,1.6093940156847422,1.7159838880292235,1.4593518848064027,Beginner,Low,Low,Low
0,1,1,0,1,2.48863932151661,2.654112465709073,2.8177140760812383,Moderate,Low,Medium,Medium
0,1,1,3,0,2.8339716381589053,2.7828930344847858,2.7618239973443983,Moderate,Medium,Medium,Medium
1,1,0,4,1,4.107245645665001,4.34529517847382,4.327436239157606,Advanced,High,High,High
0,1,1,4,0,3.307779530740328,3.3933696465161702,3.4980590309462944,Moderate,Medium,Medium,High
0,0,1,4,0,3.1008782975268923,2.878090780516702,2.8121761845713538,Moderate,Medium,Medium,Medium
1,0,1,1,0,1.8581382434539695,1.654265115639218,1.7878562678300591,Beginner,Low,Low,Low
0,1,1,2,0,2.3323797202402874,2.3427199416240265,1.9471975359307352,Beginner,Low,Low,Low
1,0,1,4,0,2.597684736299715,2.8957010087957205,2.747821972458576,Moderate,Low,Medium,Medium
1,0,0,3,0,3.2800560413051962,2.904632799140315,3.3270311485583433,Moderate,Medium,Medium,Medium
0,1,1,0,0,2.0808902825727076,2.2442155574986256,2.390941652824996,Beginner,Low,Low,Low
0,2,1,4,0,3.120611901842268,3.3616593458216157,3.2630209074877197,Moderate,Medium,Medium,Medium
0,2,1,4,0,4.13944921599143,4.086445192761371,3.982150970418752,Advanced,High,High,High
1,2,0,2,0,2.780233275651129,2.8371261634668765,2.5076628513109114,Moderate,Medium,Medium,Low
0,2,1,1,0,2.123012830645355,1.9753206187264585,2.1196234673213357,Beginner,Low,Low,Low
0,0,1,0,0,2.0582275066888647,2.049612112391947,1.8857017569598002,Beginner,Low,Low,Low
0,1,1,2,0,2.776741940175814,2.648901098993787,2.500666047433345,Moderate,Medium,Medium,Low
1,1,1,1,0,2.6617234359699764,2.228644826751696,2.355549266940974,Beginner,Medium,Low,Low
0,1,0,4,0,3.638215129147109,3.639503994801435,3.365060821568934,Advanced,High,High,Medium
1,2,1,0,0,2.0852578313769117,1.8503966523846969,2.2396178918066227,Beginner,Low,Low,Low
0,2,1,3,0,2.8463672206250896,2.7622741245582705,2.902603664929221,Moderate,Medium,Medium,Medium
1,0,1,2,0,2.562105224024723,2.4361202972118847,2.3942393690387767,Beginner,Low,Low,Low
1,1,1,3,0,2.6935211267705745,2.905413420880442,3.093124968585882,Moderate,Medium,Medium,Medium
0,1,1,3,0,3.661639698175997,3.683304046936364,3.4430577745879614,Advanced,High,High,High
0,1,1,3,0,3.8164273878536323,3.4625064644489836,3.230307609922312,Advanced,High,High,Medium
0,1,1,1,0,1.8770152423762192,1.9601038793777845,1.8668955490611931,Beginner,Low,Low,Low
1,1,1,3,1,3.432600224153614,3.8035721252657955,3.4586742487422777,Advanced,High,High,High
1,1,1,4,0,3.4344767159962455,3.4356088627148025,3.607488233681799,Advanced,High,High,High
0,1,1,0,0,1.3494209505555481,1.1996985644047202,1.3816503689947675,Beginner,Low,Low,Low
1,2,0,2,0,2.696453358477974,2.2633200635100614,2.728994488322448,Beginner,Medium,Low,Medium
1,0,1,4,0,2.8430938638575056,3.4239065840572915,3.157161807953303,Moderate,Medium,High,Medium
1,0,0,2,0,2.489020266724736,2.8865250634983375,2.332751044810533,Beginner,Low,Medium,Low
0,0,1,1,0,2.530240653522524,2.2559808496988185,2.286896242988078,Beginner,Low,Low,Low
0,2,1,3,0,2.7804502111793648,2.6092355253097517,2.6834620593674074,Moderate,Medium,Medium,Medium
1,0,0,4,1,4.258333515729472,4.243519874971426,4.5032411374822825,Advanced,High,High,High
0,1,1,4,0,3.151253058276031,2.968440135605878,3.269562177589615,Moderate,Medium,Medium,Medium
1,2,1,3,0,3.7804535135633612,3.4166387377750826,3.272090468751872,Advanced,High,High,Medium
1,0,1,3,0,2.9923984593190753,3.1701074136186285,3.2937977665607603,Moderate,Medium,Medium,Medium
0,0,1,4,1,3.802139485058273,3.6968608817191204,3.956699452585378,Advanced,High,High,High
0,1,1,3,0,3.755867275491229,3.5584376346390414,3.624243368338731,Advanced,High,High,High
1,2,1,0,0,1.7362003922030338,1.7732095278859619,1.73584841754084,Beginner,Low,Low,Low
0,0,0,0,0,1.6742058531921213,2.0448250422295287,1.5506590180299142,Beginner,Low,Low,Low
1,2,1,1,0,2.338421100968022,2.0032428694320554,2.4816209390935127,Beginner,Low,Low,Low
1,0,1,2,0,2.3326385222389927,2.268966878359807,1.9427321175736139,Beginner,Low,Low,Low
1,1,1,3,0,3.6600798886903045,3.55785331723847,3.4258366530197506,Advanced,High,High,High
1,1,0,0,0,2.2292510684247655,1.9269006066518521,2.221294773560739,Beginner,Low,Low,Low
1,0,1,2,0,2.263173666933626,1.8685370909143812,2.347117649554047,Beginner,Low,Low,Low
0,0,1,2,0,2.2579949495679923,2.6789801345042252,2.3452937087251002,Beginner,Low,Medium,Low
0,2,0,0,0,1.5245086096587854,1.2979763858472744,1.18196957109785,Beginner,Low,Low,Low
0,1,1,0,0,2.0657650539254138,2.397283685956195,2.1460961938514966,Beginner,Low,Low,Low
0,2,1,0,0,1.3829140251368517,1.2738854635187855,1.2996323151366975,Beginner,Low,Low,Low
1,0,0,0,0,1.0,1.0937532161197505,1.163891004850683,Beginner,Low,Low,Low
0,0,1,0,0,1.6223563099117067,1.1446965474491533,1.7060031163039906,Beginner,Low,Low,Low
1,1,1,3,0,3.3200986090222826,3.1439147343953318,3.3029118492086718,Moderate,Medium,Medium,Medium
0,1,1,1,1,2.5982102030732186,2.820383491060919,2.8947533932613587,Moderate,Low,Medium,Medium
0,0,1,4,0,3.087032432555986,3.035908051485848,2.964487210184772,Moderate,Medium,Medium,Medium
0,1,1,1,0,1.9403688254521714,1.7553859247016153,1.3436622503142361,Beginner,Low,Low,Low
1,0,1,1,0,1.411641217971951,1.6370322874678622,1.8392080066632008,Beginner,Low,Low,Low
0,0,1,0,0,2.0864548588075147,1.9612826189714452,2.185896407939307,Beginner,Low,Low,Low
0,1,1,3,0,3.153079554622457,3.2185472023417434,3.2271199132466273,Moderate,Medium,Medium,Medium
1,0,1,2,0,2.7850412834103366,3.0324927971173654,2.6691648752677923,Moderate,Medium,Medium,Medium
1,1,1,4,0,4.0361377497437365,3.63955096894812,4.14687116943532,Advanced,High,High,High
1,0,1,1,0,2.1273609414644614,2.0417308717192584,2.245625833421914,Beginner,Low,Low,Low
1,0,1,3,0,2.5680436337114605,2.4875751286688774,2.6778376621537094,Beginner,Low,Low,Medium
1,1,1,2,0,3.4409227211194207,3.0460652708042817,3.0770328909098894,Moderate,High,Medium,Medium
0,1,1,1,0,2.509909313055619,2.271204226220256,2.4761638224958338,Beginner,Low,Low,Low
1,0,1,2,0,2.289044938306546,1.899873873517087,2.2021503850323754,Beginner,Low,Low,Low
0,0,0,0,0,1.6890092174764955,1.9354693613791383,1.900633054879485,Beginner,Low,Low,Low
1,0,1,1,0,2.225411730077005,2.1032627835708415,1.9617631515963925,Beginner,Low,Low,Low
0,0,0,0,0,1.1585220192051244,1.896530680925426,1.309143430068838,Beginner,Low,Low,Low
0,1,1,0,0,1.8385124097368764,1.986297392552313,2.200270615014101,Beginner,Low,Low,Low
1,2,1,2,1,3.84738082121967,3.8018577099026074,3.984458777875769,Advanced,High,High,High
1,1,1,2,0,1.9149938720357407,2.138112762201781,2.0622941877415553,Beginner,Low,Low,Low
1,1,1,4,0,2.9598190729139175,2.694572083259188,2.909469813300768,Moderate,Medium,Medium,Medium
0,0,1,4,0,2.906793782366643,3.05134718487288,3.0228214877338995,Moderate,Medium,Medium,Medium
1,0,1,1,0,2.8257518118716107,2.5210029825861042,2.609773781120987,Moderate,Medium,Low,Medium
1,0,1,0,1,2.70156707656132,2.6109245235664993,2.4822878520748857,Beginner,Medium,Medium,Low
1,1,0,4,0,3.7346572713666553,3.7072170479301616,3.6593130562736293,Advanced,High,High,High
1,1,1,3,0,3.2476989208986513,2.7689084389162564,2.8898891765825954,Moderate,Medium,Medium,Medium
0,2,1,4,0,3.631670816120615,3.787340362059467,3.7753863545630737,Advanced,High,High,High
1,0,1,4,0,3.4839376481501105,3.0099247029606624,3.318865510504605,Moderate,High,Medium,Medium
1,0,1,3,0,3.4524562207076785,3.092183623234171,3.4901106954464094,Moderate,High,Medium,High
0,1,1,3,0,2.741485050320503,2.866563691264039,2.758439526589278,Moderate,Medium,Medium,Medium
1,0,0,0,0,1.9308740314843318,2.0706468249484202,1.941839527094668,Beginner,Low,Low,Low
1,1,1,3,0,1.999864962350549,2.6145954520680776,2.729262285435054,Beginner,Low,Medium,Medium
1,1,1,4,0,4.267710821504382,4.082358486169506,3.7950990869872654,Advanced,High,High,High
